user_id,total_spend,tx_count,avg_check,max_spend,total_income,night_share,weekend_share,share_АЗС,share_Аптеки,share_Детские товары,share_Дом и Ремонт,share_Красота,share_Одежда и Спорт,share_Путешествия,share_Развлечения,share_Супермаркеты,share_Фастфуд,saving_rate,cluster_id
1228,106.68049522989946,69,1.546094133766659,5.2049986654264995,17.170317554089785,0.240506329113924,0.1645569620253164,0.1391422106099397,0.0502996525317175,0.0445215961086746,0.1362972094696145,0.0,0.1102007900476937,0.0572969476180357,0.0415092908314918,0.3094380423438662,0.1112942604389659,-5.21307642644555,1
2329,185.82448237236383,57,3.260078638111646,5.671018078107654,7.21750281821051,0.2203389830508474,0.6440677966101694,0.0418755666912756,0.0430759645114676,0.0173669886874725,0.0993375446101062,0.0,0.0999672540754066,0.0493138320729719,0.0277570577867796,0.4806036356285671,0.1407021559359526,-24.746367830090673,1
14445,147.62239339800405,45,3.2804976310667566,6.775610756739471,13.828469513197222,0.0178571428571428,0.5,0.1411078347813044,0.0479498088281286,0.0446951204149596,0.0928408188811465,0.0,0.144293569559823,0.0448046256328093,0.0,0.4501794393828229,0.0341287825190052,-9.675251751983136,1
16466,254.59977979587703,108,2.3574053684803427,5.885626104549379,32.21543251728784,0.0634920634920634,0.4285714285714285,0.0533707406249631,0.0316400237762883,0.0283534605529487,0.1717134274887542,0.0,0.0570852607155778,0.0482653958869314,0.0281111168649658,0.3476864268841441,0.2337741472054264,-6.903037764874043,5
23408,171.84215198504302,61,2.817084458771197,4.051267411020417,2.576573555856072,0.1269841269841269,0.5714285714285714,0.0684660118336441,0.0504755982455868,0.1123807664097156,0.095108341563895,0.0,0.1104454489997069,0.0318315254460315,0.0098496233938822,0.3454694200203768,0.1759732640871607,-65.69406025474328,1
25727,333.0167157142582,90,3.7001857301584247,6.44472435539882,0.0,0.1,0.3333333333333333,0.0484959677441784,0.0297903093993399,0.0417740750852311,0.1129904957395308,0.0,0.1499214276944322,0.0687508331679924,0.0179702163088255,0.4532794609619215,0.0770272138985479,0.0,1
26370,103.71056534572064,47,2.2066077733132055,4.400969373267926,8.396141078315807,0.2241379310344827,0.5517241379310345,0.1267526471220207,0.1270780805040338,0.013498994883637,0.1286701123627549,0.0,0.0226066929831929,0.0492111392653286,0.0570000489873597,0.2937810946519719,0.1814011892397003,-11.352170405231458,5
33729,194.367253896988,70,2.776675055671257,6.152588111507148,4.89610430317005,0.0555555555555555,0.5277777777777778,0.1268638991997023,0.0285026790374623,0.0472170604674787,0.1225423439892796,0.0,0.0665377353835795,0.0645734770638192,0.0454443227059957,0.3748720277064202,0.123446454446262,-38.69834829113878,1
36396,483.5999150639934,121,3.9966935129255656,10.0,3.647558528486255,0.0634920634920634,0.5952380952380952,0.0639778377432639,0.0259195402657219,0.0702968846656903,0.1089886704113873,0.0,0.0990212755079854,0.0322890265195467,0.0520968725558699,0.4542990953801269,0.0931107969504073,-131.58181089823074,0
42711,164.5352944874311,70,2.350504206963301,6.047079732356126,8.986758118480381,0.1710526315789473,0.618421052631579,0.0831364696877005,0.0267787857747328,0.0592010655227565,0.0677372833039237,0.0,0.1129554542479637,0.1172035153282718,0.0822744656960303,0.3838428171855989,0.0668701432530216,-17.30863725474935,1
49935,222.0023265994556,49,4.530659726519502,7.476326059961691,7.252804252989324,0.0892857142857142,0.1071428571428571,0.1036664287244225,0.0542792092594102,0.1000569886124128,0.0737798351041344,0.0,0.0491456523963931,0.0087735885264012,0.0686324509690503,0.3300065871960455,0.2116592592117297,-29.60917113652349,1
64418,192.729210121446,64,3.011393908147594,8.19959076539379,10.458177077843658,0.0921052631578947,0.2236842105263158,0.0726450887506099,0.1270467294122105,0.0543008082159193,0.143526731670736,0.0,0.0840237811885067,0.0111262734296431,0.0855960679500992,0.3068652637586802,0.1148692556235946,-17.42856634448805,1
72420,242.89078419312204,77,3.1544257687418447,6.452824372473538,5.958503575583682,0.1494252873563218,0.4942528735632184,0.0713535616241475,0.0793041905727913,0.0173694763475452,0.1478313313292809,0.0,0.1814356175901941,0.0112593958088594,0.0397534255200163,0.2207137850009863,0.2309792162061787,-39.76372215138412,1
79986,828.9200888546947,85,9.752001045349347,10.0,0.0,0.3647058823529411,0.0,0.1085750016317634,0.0603194453509797,0.0603194453509797,0.1027271319568483,0.0,0.1085750016317634,0.0482555562807837,0.0482555562807837,0.3061423036035504,0.1568305579125472,0.0,6
81361,290.0778762426577,93,3.1191169488457815,8.099963101018952,7.02952230442403,0.26,0.36,0.0848989762423532,0.0603813205930708,0.0526881859394416,0.0434187370767981,0.0,0.1011424637873076,0.0630759249742641,0.0631438449994881,0.3535473560639761,0.1777031903233,-40.265659838663176,1
85783,22.513380246321105,6,3.7522300410535174,10.0,96.30244331069972,0.0,1.0,0.1811960404412902,0.0,0.1361526576831354,0.0845358992376125,0.0,0.4441803003631182,0.0,0.0,0.0,0.1539351022748435,0.7662221281999421,4
85968,449.6098510811791,86,5.228021524199757,10.0,6.2836031178285765,0.0319148936170212,0.2553191489361702,0.0936271429655221,0.1103831523679564,0.0434687648029723,0.0998977637318575,0.0,0.0886688935305024,0.0434278765811884,0.0418980057334407,0.3096795330342741,0.1689488672522857,-70.55287223750545,0
86238,120.51332306384091,35,3.4432378018240266,6.626703819586275,38.38099564386418,0.1071428571428571,0.3928571428571428,0.1072309480916495,0.0684924872403651,0.0535074499015204,0.0863716939186799,0.0,0.1841998068382412,0.0831976163775656,0.0133007428166988,0.3593490623339163,0.0443501924813628,-2.1399217514334317,5
101854,212.566774045368,65,3.270258062236431,6.441628673558167,18.892769238187295,0.2142857142857142,0.6,0.0757661315491778,0.1521469777395506,0.0400072272906651,0.0568187069421317,0.0,0.1709635285435487,0.0388992631495206,0.0137138230702439,0.3073141246358157,0.1443702170793454,-10.25122375473227,5
106434,226.24104300074256,76,2.976855828957139,5.888671484953059,3.578331960553964,0.1604938271604938,0.5925925925925926,0.0481100362647972,0.0068871379755511,0.0262667968051487,0.1045047252590306,0.0,0.2258775888532279,0.0515778568209191,0.0460004152943013,0.3966821833421651,0.0940932593848585,-62.22528079974952,1
